#Digilent WaveForms Data Logger
#Device Name: Discovery2
#Serial Number: SN:210321B3D90F
#Date Time: 2025-12-16 11:48:02.346

Time (s),C1 (V)
0,-0.1169439150219767
0.1,-0.1192808984227008
0.2,-0.1159423507073806
0.3,-0.1159423507073806
0.4,-0.1182793341081047
0.5,-0.1149407863927845
0.6000000000000001,-0.1179454793365727
0.7000000000000001,-0.1179454793365727
0.8,-0.1202824627372969
0.9,-0.1192808984227008
1,-0.1199486079657648
1.1,-0.1216178818234249
1.2,-0.1249564295387451
1.3,-0.123287155681085
1.4,-0.1242887199956811
1.5,-0.122953300909553
1.6,-0.1202824627372969
1.7,-0.1169439150219767
1.8,-0.1182793341081047
1.9,-0.1176116245650407
2,-0.1169439150219767
2.1,-0.1179454793365727
2.2,-0.1156084959358486
2.3,-0.1126038029920604
2.4,-0.1162762054789126
2.5,-0.1166100602504446
2.6,-0.1166100602504446
2.7,-0.1162762054789126
2.8,-0.1152746411643166
2.9,-0.1156084959358486
3,-0.1169439150219767
3.1,-0.1179454793365727
3.2,-0.1172777697935087
3.3,-0.1196147531942328
3.4,-0.1192808984227008
3.5,-0.1196147531942328
3.6,-0.1212840270518929
3.7,-0.1199486079657648
3.8,-0.1196147531942328
3.9,-0.1182793341081047
4,-0.1166100602504446
4.100000000000001,-0.1189470436511688
4.2,-0.1176116245650407
4.3,-0.1189470436511688
4.4,-0.1199486079657648
4.5,-0.1172777697935087
4.600000000000001,-0.1176116245650407
4.7,-0.1176116245650407
4.800000000000001,-0.1189470436511688
4.9,-0.1182793341081047
5,-0.1199486079657648
5.100000000000001,-0.1189470436511688
5.2,-0.1169439150219767
5.300000000000001,-0.1189470436511688
5.4,-0.1199486079657648
5.5,-0.1189470436511688
5.600000000000001,-0.1216178818234249
5.7,-0.1212840270518929
5.800000000000001,-0.1219517365949569
5.9,-0.1199486079657648
6,-0.122953300909553
6.100000000000001,-0.1192808984227008
6.2,-0.1189470436511688
6.300000000000001,-0.122619446138021
6.4,-0.1156084959358486
6.5,-0.1186131888796368
6.600000000000001,-0.1202824627372969
6.7,-0.1189470436511688
6.800000000000001,-0.1186131888796368
6.9,-0.1159423507073806
7,-0.1179454793365727
7.100000000000001,-0.1189470436511688
7.2,-0.1166100602504446
7.300000000000001,-0.1219517365949569
7.4,-0.1242887199956811
7.5,-0.1219517365949569
7.600000000000001,-0.123621010452617
7.7,-0.123621010452617
7.800000000000001,-0.122953300909553
7.9,-0.122953300909553
8,-0.122953300909553
8.1,-0.1219517365949569
8.200000000000001,-0.1239548652241491
8.300000000000001,-0.1242887199956811
8.4,-0.1246225747672131
8.5,-0.1212840270518929
8.6,-0.1219517365949569
8.700000000000001,-0.1202824627372969
8.800000000000001,-0.123621010452617
8.9,-0.1272934129394692
9,-0.1242887199956811
9.1,-0.1259579938533412
9.200000000000001,-0.1252902843102771
9.300000000000001,-0.122953300909553
9.4,-0.1279611224825333
9.5,-0.1242887199956811
9.600000000000001,-0.1252902843102771
9.700000000000001,-0.1269595581679372
9.800000000000001,-0.1266257033964052
9.9,-0.1239548652241491
10,-0.1252902843102771
