#Digilent WaveForms Data Logger
#Device Name: Discovery2
#Serial Number: SN:210321B3D90F
#Date Time: 2026-01-07 11:51:38.257

Time (s),C1 (V)
0,0.01459486496163872
0.1,0.01759955790542689
0.2,0.01793341267695891
0.3,0.019602686534619
0.4,0.02794905582291947
0.5,0.02027039607768304
0.6000000000000001,0.01793341267695891
0.7000000000000001,0.01225788156091459
0.8,-0.0004285997573021229
0.9,0.02093810562074708
1,0.01659799359083083
1.1,0.01893497699155496
1.2,0.02594592719372736
1.3,0.02193966993534313
1.4,0.01225788156091459
1.5,0.00925318861712642
1.6,-0.007105695187942498
1.7,0.0142610101901067
1.8,0.01626413881929881
1.9,0.01826726744849093
2,0.005246931358742195
2.1,0.01125631724631853
2.2,0.01259173633244661
2.3,0.01159017201785055
2.4,0.02027039607768304
2.5,0.019602686534619
2.6,0.01626413881929881
2.7,0.008251624302530364
2.8,0.02360894379300323
2.9,0.01793341267695891
3,0.01693184836236285
3.1,0.01526257450470276
3.2,0.01325944587551064
3.3,0.01225788156091459
3.4,0.0142610101901067
3.5,0.02227352470687515
3.6,0.008919333845594402
3.7,0.01626413881929881
3.8,0.01726570313389487
3.9,0.02093810562074708
4,0.006248495673338252
4.100000000000001,0.005246931358742195
4.2,0.01259173633244661
4.3,-0.001764018843430198
4.4,0.0005729645572939334
4.5,0.00157452887188999
4.600000000000001,-0.002097873614962217
4.7,0.005914640901806234
4.800000000000001,-0.008107259502538555
4.9,-0.007773404731006535
5,-0.0004285997573021229
5.100000000000001,-0.01111195244632672
5.2,-0.007439549959474516
5.300000000000001,-0.01177966198939076
5.4,-0.008774969045602592
5.5,-0.002431728386494235
5.600000000000001,-0.005436421330282404
5.7,-0.00109630930036616
5.800000000000001,-0.00643798564487846
5.9,0.002576093186486046
6,-0.005436421330282404
6.100000000000001,-0.01344893584705085
6.2,-0.02079374082075527
6.300000000000001,-0.01645362879083902
6.4,-0.016119774019307
6.5,-0.004768711787218366
6.600000000000001,-0.004101002244154329
6.7,-0.003433292701090291
6.800000000000001,0.005580786130274214
6.9,0.008585479074062383
7,0.0105886077032545
7.100000000000001,-0.0004285997573021229
7.2,0.007917769530998346
7.300000000000001,0.003577657501082102
7.4,0.006582350444870271
7.5,0.004579221815678158
7.600000000000001,0.005914640901806234
7.7,0.005914640901806234
7.800000000000001,0.007917769530998346
7.9,0.007250059987934308
8,0.002576093186486046
8.1,0.001908383643422008
8.200000000000001,0.000906819328825952
8.300000000000001,0.00157452887188999
8.4,-0.002431728386494235
8.5,-0.003099437929558273
8.6,-0.003433292701090291
8.700000000000001,-0.00109630930036616
8.800000000000001,-0.005436421330282404
8.9,-0.00376714747262231
9,-0.007773404731006535
9.1,-0.002431728386494235
9.200000000000001,-0.001764018843430198
9.300000000000001,-0.002765583158026254
9.4,0.00157452887188999
9.5,0.0002391097857619146
9.600000000000001,0.001240674100357971
9.700000000000001,0.00157452887188999
9.800000000000001,-0.004768711787218366
9.9,0.002242238414954027
10,-0.001764018843430198
