#Digilent WaveForms Data Logger
#Device Name: Discovery2
#Serial Number: SN:210321B3D90F
#Date Time: 2025-12-16 11:55:18.470

Time (s),C1 (V)
0,-0.1116022386774644
0.1,-0.1102668195913363
0.2,-0.1116022386774644
0.3,-0.1102668195913363
0.4,-0.1116022386774644
0.5,-0.1119360934489964
0.6000000000000001,-0.1132715125351245
0.7000000000000001,-0.1106006743628683
0.8,-0.1095991100482722
0.9,-0.1106006743628683
1,-0.1106006743628683
1.1,0.1691696241809634
1.2,0.1641618026079831
1.3,0.1658310764656432
1.4,0.1658310764656432
1.5,0.162158673978791
1.6,0.1514753212897664
1.7,0.161490964435727
1.8,0.1584862714919388
1.9,0.1598216905780669
2,0.1611571096641949
2.1,0.161490964435727
2.2,0.162492528750323
2.3,0.161490964435727
2.4,0.1568169976342787
2.5,0.1604894001211309
2.6,0.161490964435727
2.7,0.1598216905780669
2.8,0.1604894001211309
2.9,0.1594878358065349
3,0.1561492880912147
3.1,0.1594878358065349
3.2,0.1591539810350028
3.3,0.1584862714919388
3.4,0.1561492880912147
3.5,0.1591539810350028
3.6,0.1578185619488748
3.7,0.1571508524058107
3.8,0.1551477237766186
3.9,0.1574847071773428
4,0.1568169976342787
4.100000000000001,0.1611571096641949
4.2,0.1661649312371752
4.3,0.1641618026079831
4.4,0.1658310764656432
4.5,0.1641618026079831
4.600000000000001,0.163160238293387
4.7,0.162492528750323
4.800000000000001,0.1654972216941112
4.9,0.1661649312371752
5,0.1661649312371752
5.100000000000001,0.1661649312371752
5.2,0.1661649312371752
5.300000000000001,0.1671664955517713
5.4,0.1681680598663673
5.5,0.1664987860087072
5.600000000000001,0.1651633669225792
5.7,0.1675003503233033
5.800000000000001,0.1728420266678156
5.9,0.1768482839261998
6,0.1654972216941112
6.100000000000001,0.1654972216941112
6.2,0.1664987860087072
6.300000000000001,0.1508076117467024
6.4,0.1671664955517713
6.5,0.1628263835218551
6.600000000000001,0.1638279478364511
6.7,0.1648295121510472
6.800000000000001,0.1675003503233033
6.9,0.1678342050948353
7,0.1681680598663673
7.100000000000001,0.1691696241809634
7.2,0.1698373337240274
7.300000000000001,0.1675003503233033
7.4,0.1681680598663673
7.5,0.1664987860087072
7.600000000000001,0.1654972216941112
7.7,0.1681680598663673
7.800000000000001,0.1751790100685397
7.9,0.1681680598663673
8,0.1658310764656432
8.1,0.1715066075816875
8.200000000000001,0.1641618026079831
8.300000000000001,0.1611571096641949
8.4,0.1611571096641949
8.5,0.1601555453495989
8.6,0.1641618026079831
8.700000000000001,0.1608232548926629
8.800000000000001,0.161490964435727
8.9,0.161490964435727
9,0.1594878358065349
9.1,0.162492528750323
9.200000000000001,0.1641618026079831
9.300000000000001,0.163160238293387
9.4,0.1634940930649191
9.5,0.1611571096641949
9.600000000000001,0.1651633669225792
9.700000000000001,0.1638279478364511
9.800000000000001,0.1664987860087072
9.9,0.1648295121510472
10,0.163160238293387
