#Digilent WaveForms Logger
#Device Name: Discovery2
#Serial Number: SN:210321B3D90F
#Date Time: 2025-12-16 11:45:36.426

Time (s),C1 (V)
0,-0.02646927193679958
0.1,-0.0268031267083316
0.2,-0.02813854579445968
0.3,-0.02780469102292766
0.4,-0.02880625533752372
0.5,-0.0284724005659917
0.6000000000000001,-0.02880625533752372
0.7000000000000001,-0.03014167442365179
0.8,-0.02947396488058775
0.9,-0.0268031267083316
1,-0.02813854579445968
1.1,-0.02580156239373555
1.2,-0.0268031267083316
1.3,-0.02780469102292766
1.4,-0.0284724005659917
1.5,-0.02780469102292766
1.6,-0.02747083625139564
1.7,-0.0284724005659917
1.8,-0.03080938396671583
1.9,-0.02780469102292766
2,-0.03114323873824785
2.1,-0.02813854579445968
2.2,-0.02947396488058775
2.3,-0.02880625533752372
2.4,-0.02880625533752372
2.5,-0.02813854579445968
2.6,-0.03147709350977987
2.7,-0.02780469102292766
2.8,-0.02813854579445968
2.9,-0.0284724005659917
3,-0.02747083625139564
3.1,-0.0268031267083316
3.2,-0.02546770762220353
3.3,-0.02513385285067151
3.4,-0.02646927193679958
3.5,-0.02646927193679958
3.6,-0.02546770762220353
3.7,-0.02747083625139564
3.8,-0.02713698147986362
3.9,-0.02980781965211977
4,-0.02613541716526756
4.100000000000001,-0.02479999807913949
4.2,-0.02513385285067151
4.3,-0.02546770762220353
4.4,-0.02646927193679958
4.5,-0.02546770762220353
4.600000000000001,-0.02379843376454344
4.7,-0.0268031267083316
4.800000000000001,-0.02479999807913949
4.9,-0.02747083625139564
5,-0.02546770762220353
5.100000000000001,-0.02546770762220353
5.2,-0.02747083625139564
5.300000000000001,-0.02613541716526756
5.4,-0.02880625533752372
5.5,-0.02947396488058775
5.600000000000001,-0.0268031267083316
5.7,-0.02780469102292766
5.800000000000001,-0.02646927193679958
5.9,-0.0284724005659917
6,-0.0284724005659917
6.100000000000001,-0.02880625533752372
6.2,-0.02580156239373555
6.300000000000001,-0.03047552919518381
6.4,-0.02980781965211977
6.5,-0.0268031267083316
6.600000000000001,-0.03114323873824785
6.7,-0.02914011010905573
6.800000000000001,-0.02947396488058775
6.9,-0.03080938396671583
7,-0.03147709350977987
7.100000000000001,-0.03047552919518381
7.2,-0.02780469102292766
7.300000000000001,-0.0268031267083316
7.4,-0.02947396488058775
7.5,-0.02813854579445968
7.600000000000001,-0.02780469102292766
7.7,-0.02713698147986362
7.800000000000001,-0.02813854579445968
7.9,-0.02713698147986362
8,-0.02479999807913949
8.1,-0.02613541716526756
8.200000000000001,-0.02513385285067151
8.300000000000001,-0.02646927193679958
8.4,-0.02780469102292766
8.5,-0.02713698147986362
8.6,-0.02947396488058775
8.700000000000001,-0.02713698147986362
8.800000000000001,-0.033814076910504
8.9,-0.03181094828131188
9,-0.0321448030528439
9.1,-0.03348022213897198
9.200000000000001,-0.03014167442365179
9.300000000000001,-0.0321448030528439
9.4,-0.03314636736743996
9.5,-0.03314636736743996
9.600000000000001,-0.03514949599663207
9.700000000000001,-0.03314636736743996
9.800000000000001,-0.03715262462582419
9.9,-0.03681876985429217
10,-0.033814076910504
